Series;Time;Value
WA-IX;2018-09-03-23:50:00;27482650289.476418
WA-IX;2018-09-03-23:55:00;27529003283.724743
WA-IX;2018-09-04-00:00:00;27700352083.413063
WA-IX;2018-09-04-00:05:00;27920959657.028847
WA-IX;2018-09-04-00:10:00;27943356091.43382
WA-IX;2018-09-04-00:15:00;28039468820.162712
WA-IX;2018-09-04-00:20:00;28179121672.057434
WA-IX;2018-09-04-00:25:00;28347150114.51527
WA-IX;2018-09-04-00:30:00;28500975872.038586
WA-IX;2018-09-04-00:35:00;28792975072.8357
WA-IX;2018-09-04-00:40:00;28927027706.894554
WA-IX;2018-09-04-00:45:00;29107711981.38097
WA-IX;2018-09-04-00:50:00;29079738124.14156
WA-IX;2018-09-04-00:55:00;29064594389.035225
WA-IX;2018-09-04-01:00:00;29007809178.004784
WA-IX;2018-09-04-01:05:00;29109192589.225727
WA-IX;2018-09-04-01:10:00;29102559192.827675
WA-IX;2018-09-04-01:15:00;29151068396.100574
WA-IX;2018-09-04-01:20:00;29248245103.245728
WA-IX;2018-09-04-01:25:00;29358623595.63305
WA-IX;2018-09-04-01:30:00;29479437649.317005
WA-IX;2018-09-04-01:35:00;29672218353.289845
WA-IX;2018-09-04-01:40:00;29873785648.09091
WA-IX;2018-09-04-01:45:00;29993169023.52146
WA-IX;2018-09-04-01:50:00;30158374152.927746
WA-IX;2018-09-04-01:55:00;30304059217.6221
WA-IX;2018-09-04-02:00:00;30500340022.790363
WA-IX;2018-09-04-02:05:00;30664917504.48894
WA-IX;2018-09-04-02:10:00;30832001261.70647
WA-IX;2018-09-04-02:15:00;30931340601.574097
WA-IX;2018-09-04-02:20:00;30958189886.733864
WA-IX;2018-09-04-02:25:00;30909100697.48467
WA-IX;2018-09-04-02:30:00;30965558830.631756
WA-IX;2018-09-04-02:35:00;31080376205.32672
WA-IX;2018-09-04-02:40:00;31207216489.10246
WA-IX;2018-09-04-02:45:00;31243172226.08853
WA-IX;2018-09-04-02:50:00;31260593568.5182
WA-IX;2018-09-04-02:55:00;31223830141.80058
WA-IX;2018-09-04-03:00:00;31202011167.26131
WA-IX;2018-09-04-03:05:00;31390226092.707043
WA-IX;2018-09-04-03:10:00;31848925186.30012
WA-IX;2018-09-04-03:15:00;32380076507.054554
WA-IX;2018-09-04-03:20:00;32828810550.252026
WA-IX;2018-09-04-03:25:00;33076010804.698708
WA-IX;2018-09-04-03:30:00;32842866050.25049
WA-IX;2018-09-04-03:35:00;32370174857.241302
WA-IX;2018-09-04-03:40:00;31898837952.25113
WA-IX;2018-09-04-03:45:00;31501030594.754467
WA-IX;2018-09-04-03:50:00;31205278895.633617
WA-IX;2018-09-04-03:55:00;31111129533.479614
WA-IX;2018-09-04-04:00:00;31118015519.04624
WA-IX;2018-09-04-04:05:00;30974812457.5383
WA-IX;2018-09-04-04:10:00;30842777000.10498
WA-IX;2018-09-04-04:15:00;30836272016.184685
WA-IX;2018-09-04-04:20:00;31082675520.995415
WA-IX;2018-09-04-04:25:00;31673158711.388344
WA-IX;2018-09-04-04:30:00;32383268644.807106
WA-IX;2018-09-04-04:35:00;33199325724.967083
WA-IX;2018-09-04-04:40:00;34054561713.589455
WA-IX;2018-09-04-04:45:00;34696141058.36539
WA-IX;2018-09-04-04:50:00;35033663926.72079
WA-IX;2018-09-04-04:55:00;35475306754.36601
WA-IX;2018-09-04-05:00:00;35989205368.507454
WA-IX;2018-09-04-05:05:00;36324864073.285255
WA-IX;2018-09-04-05:10:00;36762075763.614365
WA-IX;2018-09-04-05:15:00;37195353394.76204
WA-IX;2018-09-04-05:20:00;37637115814.01322
WA-IX;2018-09-04-05:25:00;38099537451.00799
WA-IX;2018-09-04-05:30:00;38540132698.22633
WA-IX;2018-09-04-05:35:00;39041967792.91365
WA-IX;2018-09-04-05:40:00;39558174132.78172
WA-IX;2018-09-04-05:45:00;39822771784.18509
WA-IX;2018-09-04-05:50:00;39829296554.45021
WA-IX;2018-09-04-05:55:00;39899461322.41994
WA-IX;2018-09-04-06:00:00;39815314473.91279
WA-IX;2018-09-04-06:05:00;39588723190.52628
WA-IX;2018-09-04-06:10:00;39363225834.97019
WA-IX;2018-09-04-06:15:00;39218565499.17352
WA-IX;2018-09-04-06:20:00;39199691850.563774
WA-IX;2018-09-04-06:25:00;39214178589.67408
WA-IX;2018-09-04-06:30:00;39469548144.36638
WA-IX;2018-09-04-06:35:00;39843835380.55659
WA-IX;2018-09-04-06:40:00;40232724185.336044
WA-IX;2018-09-04-06:45:00;40401999169.507706
WA-IX;2018-09-04-06:50:00;40493720862.34055
WA-IX;2018-09-04-06:55:00;40368841469.96666
WA-IX;2018-09-04-07:00:00;40299202982.33668
WA-IX;2018-09-04-07:05:00;40236851625.44624
WA-IX;2018-09-04-07:10:00;40332249899.90288
WA-IX;2018-09-04-07:15:00;40588501156.96122
WA-IX;2018-09-04-07:20:00;40934590395.810936
WA-IX;2018-09-04-07:25:00;41262152075.4677
WA-IX;2018-09-04-07:30:00;41409484912.84676
WA-IX;2018-09-04-07:35:00;41509669432.368164
WA-IX;2018-09-04-07:40:00;41671142810.92843
WA-IX;2018-09-04-07:45:00;42149613218.0827
WA-IX;2018-09-04-07:50:00;42510075430.182304
WA-IX;2018-09-04-07:55:00;43099884823.5806
WA-IX;2018-09-04-08:00:00;43723130061.98259
WA-IX;2018-09-04-08:05:00;44363292752.01561
WA-IX;2018-09-04-08:10:00;44685126967.1013
WA-IX;2018-09-04-08:15:00;45261017998.37975
WA-IX;2018-09-04-08:20:00;45670514317.08453
WA-IX;2018-09-04-08:25:00;46108036779.96275
WA-IX;2018-09-04-08:30:00;46350893834.08185
WA-IX;2018-09-04-08:35:00;46617429057.280754
WA-IX;2018-09-04-08:40:00;46876022602.78468
WA-IX;2018-09-04-08:45:00;47258158756.25623
WA-IX;2018-09-04-08:50:00;47572957337.65193
WA-IX;2018-09-04-08:55:00;48159619989.665115
WA-IX;2018-09-04-09:00:00;48739420104.48171
WA-IX;2018-09-04-09:05:00;49339988332.49217
WA-IX;2018-09-04-09:10:00;50098578974.80949
WA-IX;2018-09-04-09:15:00;50726295675.450485
WA-IX;2018-09-04-09:20:00;51246870385.6101
WA-IX;2018-09-04-09:25:00;51567140503.251854
WA-IX;2018-09-04-09:30:00;51682844522.86729
WA-IX;2018-09-04-09:35:00;51535805843.49859
WA-IX;2018-09-04-09:40:00;51458868145.12995
WA-IX;2018-09-04-09:45:00;51338383738.97961
WA-IX;2018-09-04-09:50:00;51309920460.12389
WA-IX;2018-09-04-09:55:00;51417061784.84212
WA-IX;2018-09-04-10:00:00;51580763947.29639
WA-IX;2018-09-04-10:05:00;51837074448.668594
WA-IX;2018-09-04-10:10:00;51940104282.44265
WA-IX;2018-09-04-10:15:00;52018631427.02288
WA-IX;2018-09-04-10:20:00;51891617930.15596
WA-IX;2018-09-04-10:25:00;51649604277.04106
WA-IX;2018-09-04-10:30:00;51272966288.15726
WA-IX;2018-09-04-10:35:00;50860229766.415535
WA-IX;2018-09-04-10:40:00;50303006670.12483
WA-IX;2018-09-04-10:45:00;49808647825.17097
WA-IX;2018-09-04-10:50:00;49252239208.46134
WA-IX;2018-09-04-10:55:00;48561839830.07432
WA-IX;2018-09-04-11:00:00;47899751714.71568
WA-IX;2018-09-04-11:05:00;47299713990.040924
WA-IX;2018-09-04-11:10:00;46559336929.92287
WA-IX;2018-09-04-11:15:00;45756051841.5156
WA-IX;2018-09-04-11:20:00;44935794784.24839
WA-IX;2018-09-04-11:25:00;43968003819.84811
WA-IX;2018-09-04-11:30:00;42927813947.55856
WA-IX;2018-09-04-11:35:00;41884290234.42213
WA-IX;2018-09-04-11:40:00;40866465047.37775
WA-IX;2018-09-04-11:45:00;39896560991.238846
WA-IX;2018-09-04-11:50:00;38747477155.02958
WA-IX;2018-09-04-11:55:00;37539300870.272606
WA-IX;2018-09-04-12:00:00;36046350361.69254
WA-IX;2018-09-04-12:05:00;34604372986.75972
WA-IX;2018-09-04-12:10:00;33296200817.804188
WA-IX;2018-09-04-12:15:00;32185750921.542816
WA-IX;2018-09-04-12:20:00;31467798235.633675
WA-IX;2018-09-04-12:25:00;31107001197.56781
WA-IX;2018-09-04-12:30:00;30699460330.94826
WA-IX;2018-09-04-12:35:00;30199702388.232677
WA-IX;2018-09-04-12:40:00;29549261004.49293
WA-IX;2018-09-04-12:45:00;28649142574.77172
WA-IX;2018-09-04-12:50:00;27612346774.13793
WA-IX;2018-09-04-12:55:00;26321570637.45796
WA-IX;2018-09-04-13:00:00;25173516025.699074
WA-IX;2018-09-04-13:05:00;24456269006.057396
WA-IX;2018-09-04-13:10:00;23880786301.080254
WA-IX;2018-09-04-13:15:00;23327964634.62997
WA-IX;2018-09-04-13:20:00;23136161597.587776
WA-IX;2018-09-04-13:25:00;22864182757.493134
WA-IX;2018-09-04-13:30:00;22299948792.804314
WA-IX;2018-09-04-13:35:00;21564557838.298553
WA-IX;2018-09-04-13:40:00;20976863564.646652
WA-IX;2018-09-04-13:45:00;20307376123.209938
WA-IX;2018-09-04-13:50:00;19547553086.25834
WA-IX;2018-09-04-13:55:00;18912500135.33048
WA-IX;2018-09-04-14:00:00;18450786144.06025
WA-IX;2018-09-04-14:05:00;17923809672.056564
WA-IX;2018-09-04-14:10:00;17495310606.096867
WA-IX;2018-09-04-14:15:00;17229720714.194607
WA-IX;2018-09-04-14:20:00;16993619683.49469
WA-IX;2018-09-04-14:25:00;16569168079.817703
WA-IX;2018-09-04-14:30:00;16279002583.245886
WA-IX;2018-09-04-14:35:00;15975088130.48846
WA-IX;2018-09-04-14:40:00;15605412106.527594
WA-IX;2018-09-04-14:45:00;15161434981.768036
WA-IX;2018-09-04-14:50:00;14888264543.23438
WA-IX;2018-09-04-14:55:00;14588548017.107111
WA-IX;2018-09-04-15:00:00;14335232600.279821
WA-IX;2018-09-04-15:05:00;14187437870.508127
WA-IX;2018-09-04-15:10:00;14074147820.183887
WA-IX;2018-09-04-15:15:00;13901567919.432196
WA-IX;2018-09-04-15:20:00;13594784543.30901
WA-IX;2018-09-04-15:25:00;13323302450.474665
WA-IX;2018-09-04-15:30:00;13037437876.313076
WA-IX;2018-09-04-15:35:00;12747057554.546354
WA-IX;2018-09-04-15:40:00;12611664120.918865
WA-IX;2018-09-04-15:45:00;12524867317.895664
WA-IX;2018-09-04-15:50:00;12465043398.851685
WA-IX;2018-09-04-15:55:00;12405469977.65266
WA-IX;2018-09-04-16:00:00;12524861532.270197
WA-IX;2018-09-04-16:05:00;12621474204.775936
WA-IX;2018-09-04-16:10:00;12810680646.624813
WA-IX;2018-09-04-16:15:00;13070453164.855528
WA-IX;2018-09-04-16:20:00;13115125593.050129
WA-IX;2018-09-04-16:25:00;12920973906.596643
WA-IX;2018-09-04-16:30:00;12883185124.27752
WA-IX;2018-09-04-16:35:00;12988844969.138378
WA-IX;2018-09-04-16:40:00;12701618135.960949
WA-IX;2018-09-04-16:45:00;12482090374.990582
WA-IX;2018-09-04-16:50:00;12223547851.482807
WA-IX;2018-09-04-16:55:00;11736129615.564632
WA-IX;2018-09-04-17:00:00;11307870206.979269
WA-IX;2018-09-04-17:05:00;11418551328.168663
WA-IX;2018-09-04-17:10:00;11626736729.943714
WA-IX;2018-09-04-17:15:00;11801252959.792562
WA-IX;2018-09-04-17:20:00;12064984921.086592
WA-IX;2018-09-04-17:25:00;12456149720.365625
WA-IX;2018-09-04-17:30:00;12385187986.282082
WA-IX;2018-09-04-17:35:00;12247058857.89447
WA-IX;2018-09-04-17:40:00;12361153876.326487
WA-IX;2018-09-04-17:45:00;12479607617.749271
WA-IX;2018-09-04-17:50:00;12478627308.141516
WA-IX;2018-09-04-17:55:00;12740649124.63847
WA-IX;2018-09-04-18:00:00;13129469053.449991
WA-IX;2018-09-04-18:05:00;13425727405.987125
WA-IX;2018-09-04-18:10:00;13784401997.859509
WA-IX;2018-09-04-18:15:00;14236876666.233759
WA-IX;2018-09-04-18:20:00;14634281126.827255
WA-IX;2018-09-04-18:25:00;14762762942.211456
WA-IX;2018-09-04-18:30:00;15009166316.30105
WA-IX;2018-09-04-18:35:00;15366791395.024817
WA-IX;2018-09-04-18:40:00;15358216762.142181
WA-IX;2018-09-04-18:45:00;15105896001.090714
WA-IX;2018-09-04-18:50:00;15183467024.27502
WA-IX;2018-09-04-18:55:00;15293795554.667715
WA-IX;2018-09-04-19:00:00;15409021166.819813
WA-IX;2018-09-04-19:05:00;15749823250.905087
WA-IX;2018-09-04-19:10:00;16403677372.945675
WA-IX;2018-09-04-19:15:00;17082020690.921734
WA-IX;2018-09-04-19:20:00;17774793832.612568
WA-IX;2018-09-04-19:25:00;18363776151.562664
WA-IX;2018-09-04-19:30:00;19091311593.958794
WA-IX;2018-09-04-19:35:00;19683677843.58657
WA-IX;2018-09-04-19:40:00;20328897194.12099
WA-IX;2018-09-04-19:45:00;20895605983.842964
WA-IX;2018-09-04-19:50:00;21398220531.634052
WA-IX;2018-09-04-19:55:00;21872915260.64133
WA-IX;2018-09-04-20:00:00;22490109961.940678
WA-IX;2018-09-04-20:05:00;22964084428.944435
WA-IX;2018-09-04-20:10:00;23488430214.797756
WA-IX;2018-09-04-20:15:00;23999456657.56755
WA-IX;2018-09-04-20:20:00;24320464085.810753
WA-IX;2018-09-04-20:25:00;24641904533.946907
WA-IX;2018-09-04-20:30:00;24957698952.918938
WA-IX;2018-09-04-20:35:00;25287892671.800007
WA-IX;2018-09-04-20:40:00;25658929110.084217
WA-IX;2018-09-04-20:45:00;25971261358.4058
WA-IX;2018-09-04-20:50:00;26280199876.37589
WA-IX;2018-09-04-20:55:00;26624915457.611145
WA-IX;2018-09-04-21:00:00;26905222574.251823
WA-IX;2018-09-04-21:05:00;26874670860.698048
WA-IX;2018-09-04-21:10:00;26824644707.341637
WA-IX;2018-09-04-21:15:00;26655111190.810143
WA-IX;2018-09-04-21:20:00;26457566707.722473
WA-IX;2018-09-04-21:25:00;26118786252.85277
WA-IX;2018-09-04-21:30:00;26058589363.396816
WA-IX;2018-09-04-21:35:00;25959492126.9067
WA-IX;2018-09-04-21:40:00;25911016645.20099
WA-IX;2018-09-04-21:45:00;25819913615.057636
WA-IX;2018-09-04-21:50:00;25750106642.31432
WA-IX;2018-09-04-21:55:00;25656971899.714867
WA-IX;2018-09-04-22:00:00;25732466163.17488
WA-IX;2018-09-04-22:05:00;25839187798.674698
WA-IX;2018-09-04-22:10:00;25940815814.944
WA-IX;2018-09-04-22:15:00;26169108759.049477
WA-IX;2018-09-04-22:20:00;26315587938.300865
WA-IX;2018-09-04-22:25:00;26348288349.158287
WA-IX;2018-09-04-22:30:00;26428960852.301476
WA-IX;2018-09-04-22:35:00;26545630839.00158
WA-IX;2018-09-04-22:40:00;26690147385.11793
WA-IX;2018-09-04-22:45:00;26878542569.373405
WA-IX;2018-09-04-22:50:00;27130348185.37749
WA-IX;2018-09-04-22:55:00;27345905671.393227
WA-IX;2018-09-04-23:00:00;27551384770.04115
WA-IX;2018-09-04-23:05:00;27670913992.992218
WA-IX;2018-09-04-23:10:00;27675545723.1026
WA-IX;2018-09-04-23:15:00;27633964486.61138
WA-IX;2018-09-04-23:20:00;27544275836.11278
WA-IX;2018-09-04-23:25:00;27459470616.75802
WA-IX;2018-09-04-23:30:00;27539236646.072777
WA-IX;2018-09-04-23:35:00;27712555202.23928
WA-IX;2018-09-04-23:40:00;27953404899.4055
WA-IX;2018-09-04-23:45:00;28064550831.055565
WA-IX;2018-09-04-23:50:00;28196760817.8424
WA-IX;2018-09-04-23:55:00;28035749173.362465
WA-IX;2018-09-05-00:00:00;27935205077.129463
WA-IX;2018-09-05-00:05:00;27780601236.27671
WA-IX;2018-09-05-00:10:00;27816146676.525124
WA-IX;2018-09-05-00:15:00;27893576490.494946
WA-IX;2018-09-05-00:20:00;28153806357.612457
WA-IX;2018-09-05-00:25:00;28304716657.025146
WA-IX;2018-09-05-00:30:00;28451588353.51481
WA-IX;2018-09-05-00:35:00;28628050932.50891
WA-IX;2018-09-05-00:40:00;28754819305.3469
WA-IX;2018-09-05-00:45:00;28840601053.935417
WA-IX;2018-09-05-00:50:00;28850976075.762756
WA-IX;2018-09-05-00:55:00;28844884832.607098
WA-IX;2018-09-05-01:00:00;28821985916.02115
WA-IX;2018-09-05-01:05:00;28591161483.347057
WA-IX;2018-09-05-01:10:00;28350175672.90255
WA-IX;2018-09-05-01:15:00;28265881710.100903
WA-IX;2018-09-05-01:20:00;28339959604.00512
WA-IX;2018-09-05-01:25:00;28409064917.762657
WA-IX;2018-09-05-01:30:00;28748839775.57411
WA-IX;2018-09-05-01:35:00;29007141625.6917
WA-IX;2018-09-05-01:40:00;29231620543.251293
WA-IX;2018-09-05-01:45:00;29352610707.811718
WA-IX;2018-09-05-01:50:00;29394927021.345013
WA-IX;2018-09-05-01:55:00;29398286720.212433
WA-IX;2018-09-05-02:00:00;29546000030.982555
WA-IX;2018-09-05-02:05:00;29748932576.73883
WA-IX;2018-09-05-02:10:00;29764759410.16555
WA-IX;2018-09-05-02:15:00;29869453119.16755
WA-IX;2018-09-05-02:20:00;30046650148.19212
WA-IX;2018-09-05-02:25:00;30146137662.992195
WA-IX;2018-09-05-02:30:00;30196838726.342907
WA-IX;2018-09-05-02:35:00;30354631038.613045
WA-IX;2018-09-05-02:40:00;30559368095.501495
WA-IX;2018-09-05-02:45:00;30622249759.330128
WA-IX;2018-09-05-02:50:00;30679174341.265648
WA-IX;2018-09-05-02:55:00;30705491857.19328
WA-IX;2018-09-05-03:00:00;30865471655.161224
WA-IX;2018-09-05-03:05:00;30868168452.20681
WA-IX;2018-09-05-03:10:00;30813090496.225086
WA-IX;2018-09-05-03:15:00;30841097859.080097
WA-IX;2018-09-05-03:20:00;30873046313.91975
WA-IX;2018-09-05-03:25:00;30727575518.783607
WA-IX;2018-09-05-03:30:00;30714975656.0716
WA-IX;2018-09-05-03:35:00;30860971554.878
WA-IX;2018-09-05-03:40:00;30995859745.462166
WA-IX;2018-09-05-03:45:00;31176090856.772728
WA-IX;2018-09-05-03:50:00;31249806561.333057
WA-IX;2018-09-05-03:55:00;31193727940.237408
WA-IX;2018-09-05-04:00:00;31234002343.04198
WA-IX;2018-09-05-04:05:00;31289468339.855812
WA-IX;2018-09-05-04:10:00;31472298348.39126
WA-IX;2018-09-05-04:15:00;31937695533.63487
WA-IX;2018-09-05-04:20:00;32389998679.096382
WA-IX;2018-09-05-04:25:00;32709089606.36255
WA-IX;2018-09-05-04:30:00;33247847898.511314
WA-IX;2018-09-05-04:35:00;33682801613.58672
WA-IX;2018-09-05-04:40:00;34086397674.571007
WA-IX;2018-09-05-04:45:00;34614250455.389015
WA-IX;2018-09-05-04:50:00;35167707892.00325
WA-IX;2018-09-05-04:55:00;35741277863.532
WA-IX;2018-09-05-05:00:00;36490849855.307884
WA-IX;2018-09-05-05:05:00;37192102913.400986
WA-IX;2018-09-05-05:10:00;37896168022.38023
WA-IX;2018-09-05-05:15:00;38437117960.04225
WA-IX;2018-09-05-05:20:00;38641748756.5997
WA-IX;2018-09-05-05:25:00;38691587751.79134
WA-IX;2018-09-05-05:30:00;38807351815.785385
WA-IX;2018-09-05-05:35:00;38732943852.36101
WA-IX;2018-09-05-05:40:00;38746290562.70184
WA-IX;2018-09-05-05:45:00;38908232735.68913
WA-IX;2018-09-05-05:50:00;38947785627.99071
WA-IX;2018-09-05-05:55:00;38902201065.92326
WA-IX;2018-09-05-06:00:00;38996347069.14165
WA-IX;2018-09-05-06:05:00;39123145271.82234
WA-IX;2018-09-05-06:10:00;39130045261.10469
WA-IX;2018-09-05-06:15:00;39489141368.302895
WA-IX;2018-09-05-06:20:00;39689315327.575584
WA-IX;2018-09-05-06:25:00;39796063421.55351
WA-IX;2018-09-05-06:30:00;39901496162.80886
WA-IX;2018-09-05-06:35:00;40113296584.74728
WA-IX;2018-09-05-06:40:00;40145750439.26625
WA-IX;2018-09-05-06:45:00;40390463019.83826
WA-IX;2018-09-05-06:50:00;40644704134.739586
WA-IX;2018-09-05-06:55:00;41048731380.24278
WA-IX;2018-09-05-07:00:00;41417721966.43328
WA-IX;2018-09-05-07:05:00;41687358916.05742
WA-IX;2018-09-05-07:10:00;42073092180.00461
WA-IX;2018-09-05-07:15:00;42390461046.45929
WA-IX;2018-09-05-07:20:00;42524619647.66405
WA-IX;2018-09-05-07:25:00;42608893523.08705
WA-IX;2018-09-05-07:30:00;42778806169.8452
WA-IX;2018-09-05-07:35:00;42829165794.31659
WA-IX;2018-09-05-07:40:00;43056393356.26921
WA-IX;2018-09-05-07:45:00;43369193832.01857
WA-IX;2018-09-05-07:50:00;43646089477.74309
WA-IX;2018-09-05-07:55:00;43909118393.14551
WA-IX;2018-09-05-08:00:00;44209649287.23134
WA-IX;2018-09-05-08:05:00;44640793322.78053
WA-IX;2018-09-05-08:10:00;45126991325.83046
WA-IX;2018-09-05-08:15:00;45587224081.07316
WA-IX;2018-09-05-08:20:00;46136643624.906395
WA-IX;2018-09-05-08:25:00;46563570323.37289
WA-IX;2018-09-05-08:30:00;46902564793.803276
WA-IX;2018-09-05-08:35:00;47086010757.368675
WA-IX;2018-09-05-08:40:00;47429140771.56087
WA-IX;2018-09-05-08:45:00;47828526589.387764
WA-IX;2018-09-05-08:50:00;48138093272.867874
WA-IX;2018-09-05-08:55:00;48388440019.618126
WA-IX;2018-09-05-09:00:00;48828544640.55669
WA-IX;2018-09-05-09:05:00;49026461852.9293
WA-IX;2018-09-05-09:10:00;49168762527.94442
WA-IX;2018-09-05-09:15:00;49341627368.35463
WA-IX;2018-09-05-09:20:00;49585858725.0119
WA-IX;2018-09-05-09:25:00;49864316814.52766
WA-IX;2018-09-05-09:30:00;50303738078.32885
WA-IX;2018-09-05-09:35:00;50353677138.16969
WA-IX;2018-09-05-09:40:00;50587136451.59076
WA-IX;2018-09-05-09:45:00;50589332520.69851
WA-IX;2018-09-05-09:50:00;50548686006.32216
WA-IX;2018-09-05-09:55:00;50644635958.98689
WA-IX;2018-09-05-10:00:00;50948871084.312225
WA-IX;2018-09-05-10:05:00;51177323614.09111
WA-IX;2018-09-05-10:10:00;51396454339.45184
WA-IX;2018-09-05-10:15:00;51426722215.88586
WA-IX;2018-09-05-10:20:00;51299228879.773865
WA-IX;2018-09-05-10:25:00;51088759628.712776
WA-IX;2018-09-05-10:30:00;50809758793.54282
WA-IX;2018-09-05-10:35:00;50498425752.31874
WA-IX;2018-09-05-10:40:00;50112229472.085
WA-IX;2018-09-05-10:45:00;49678331542.89137
WA-IX;2018-09-05-10:50:00;48944404191.7889
WA-IX;2018-09-05-10:55:00;48125566507.3853
WA-IX;2018-09-05-11:00:00;47471975658.46344
WA-IX;2018-09-05-11:05:00;46827971677.10152
WA-IX;2018-09-05-11:10:00;46083480868.298965
WA-IX;2018-09-05-11:15:00;45607310513.506294
WA-IX;2018-09-05-11:20:00;45044929493.30485
WA-IX;2018-09-05-11:25:00;44193108893.65074
WA-IX;2018-09-05-11:30:00;43173450858.07376
WA-IX;2018-09-05-11:35:00;41944133162.095764
WA-IX;2018-09-05-11:40:00;40730582769.541725
WA-IX;2018-09-05-11:45:00;39542084505.020584
WA-IX;2018-09-05-11:50:00;38332927964.3437
WA-IX;2018-09-05-11:55:00;37119710736.99266
WA-IX;2018-09-05-12:00:00;35965368015.84454
WA-IX;2018-09-05-12:05:00;34667218078.17613
WA-IX;2018-09-05-12:10:00;33419817237.93639
WA-IX;2018-09-05-12:15:00;32169778753.056286
WA-IX;2018-09-05-12:20:00;30936856102.876728
WA-IX;2018-09-05-12:25:00;29937638994.48055
WA-IX;2018-09-05-12:30:00;28881674218.63752
WA-IX;2018-09-05-12:35:00;27862496128.408173
WA-IX;2018-09-05-12:40:00;26930454357.391907
WA-IX;2018-09-05-12:45:00;26375435308.30964
WA-IX;2018-09-05-12:50:00;25786564346.016716
WA-IX;2018-09-05-12:55:00;25278695129.880646
WA-IX;2018-09-05-13:00:00;24951070690.54991
WA-IX;2018-09-05-13:05:00;24870829068.587894
WA-IX;2018-09-05-13:10:00;24479445142.63947
WA-IX;2018-09-05-13:15:00;23887401775.805145
WA-IX;2018-09-05-13:20:00;23410822042.316486
WA-IX;2018-09-05-13:25:00;22740907883.538403
WA-IX;2018-09-05-13:30:00;22018008237.196346
WA-IX;2018-09-05-13:35:00;21421881908.181942
WA-IX;2018-09-05-13:40:00;20941540632.161133
WA-IX;2018-09-05-13:45:00;20335756648.00701
WA-IX;2018-09-05-13:50:00;19782441329.466858
WA-IX;2018-09-05-13:55:00;19082994597.72692
WA-IX;2018-09-05-14:00:00;18425124449.981346
WA-IX;2018-09-05-14:05:00;17896787496.114162
WA-IX;2018-09-05-14:10:00;17457616153.310825
WA-IX;2018-09-05-14:15:00;16978871506.145447
WA-IX;2018-09-05-14:20:00;16708721780.725864
WA-IX;2018-09-05-14:25:00;16337039411.119259
WA-IX;2018-09-05-14:30:00;16028300225.266077
WA-IX;2018-09-05-14:35:00;15808962297.957531
WA-IX;2018-09-05-14:40:00;15606328328.134882
WA-IX;2018-09-05-14:45:00;15300914585.248148
WA-IX;2018-09-05-14:50:00;15061317674.939459
WA-IX;2018-09-05-14:55:00;14663040441.074299
WA-IX;2018-09-05-15:00:00;14312431641.143305
WA-IX;2018-09-05-15:05:00;13937896139.19987
WA-IX;2018-09-05-15:10:00;13629666908.417467
WA-IX;2018-09-05-15:15:00;13358291326.834295
WA-IX;2018-09-05-15:20:00;13195631475.214603
WA-IX;2018-09-05-15:25:00;13014680815.123396
WA-IX;2018-09-05-15:30:00;12948822766.712093
WA-IX;2018-09-05-15:35:00;12836116309.914822
WA-IX;2018-09-05-15:40:00;12732219293.532415
WA-IX;2018-09-05-15:45:00;12656272779.385508
WA-IX;2018-09-05-15:50:00;12552089572.093052
WA-IX;2018-09-05-15:55:00;12446025931.081425
WA-IX;2018-09-05-16:00:00;12483495090.05288
WA-IX;2018-09-05-16:05:00;12452694123.10694
WA-IX;2018-09-05-16:10:00;12306460448.312239
WA-IX;2018-09-05-16:15:00;12141205150.79506
WA-IX;2018-09-05-16:20:00;11890729183.831623
WA-IX;2018-09-05-16:25:00;11477056483.923351
WA-IX;2018-09-05-16:30:00;11143724200.316996
WA-IX;2018-09-05-16:35:00;10954598529.651163
WA-IX;2018-09-05-16:40:00;10862861598.375456
WA-IX;2018-09-05-16:45:00;10867775753.300692
WA-IX;2018-09-05-16:50:00;10896326492.798288
WA-IX;2018-09-05-16:55:00;10826067742.809616
WA-IX;2018-09-05-17:00:00;10777778091.894012
WA-IX;2018-09-05-17:05:00;10707669202.161388
WA-IX;2018-09-05-17:10:00;10591637230.805521
WA-IX;2018-09-05-17:15:00;10519351561.523312
WA-IX;2018-09-05-17:20:00;10590372702.231968
WA-IX;2018-09-05-17:25:00;10545726080.677505
WA-IX;2018-09-05-17:30:00;10540348222.244476
WA-IX;2018-09-05-17:35:00;10635576904.245043
WA-IX;2018-09-05-17:40:00;10613623891.938095
WA-IX;2018-09-05-17:45:00;10590090530.17345
WA-IX;2018-09-05-17:50:00;10641726558.969868
WA-IX;2018-09-05-17:55:00;10707211893.722239
WA-IX;2018-09-05-18:00:00;10815158557.2848
WA-IX;2018-09-05-18:05:00;11078112961.948715
WA-IX;2018-09-05-18:10:00;11392869193.06879
WA-IX;2018-09-05-18:15:00;11748975575.366297
WA-IX;2018-09-05-18:20:00;12110214428.52441
WA-IX;2018-09-05-18:25:00;12295301513.391575
WA-IX;2018-09-05-18:30:00;12518516315.245457
WA-IX;2018-09-05-18:35:00;12728467580.400278
WA-IX;2018-09-05-18:40:00;12910593380.368586
WA-IX;2018-09-05-18:45:00;13134344781.015362
WA-IX;2018-09-05-18:50:00;13512688381.05624
WA-IX;2018-09-05-18:55:00;13833479377.459774
